,Id,neg,neu,pos,compound,Date,User,Tweet,Comment,RT,Like
98,flaviamariani,0.239,0.761,0.0,-0.296,2007-12-31 19:04:26+00:00,rornews,http://tinyurl.com/yv7f7w Building Ruby 1.9.0 on an Apple Mac,0,0,0
99,arstechnica,0.0,1.0,0.0,0.0,2007-12-31 19:01:42+00:00,scottschablow,@cc_chapman I can only think of 1 end of year purchase. I'm headed to the Apple store for a new iPod. Has nothing to do with year end tho,0,0,0
100,gigaom,0.0,1.0,0.0,0.0,2007-12-31 18:58:55+00:00,dougmeacham,apple store update.  Both disk and memory were defective. Migrating personal data to new machine.  Leaving out many details that I will blog,0,0,0
101,colinschlueter,0.0,1.0,0.0,0.0,2007-12-31 18:56:56+00:00,chris24,LEOPARD IS BACK on apple.com. DARN....,0,0,0
102,DrewMcLellan,0.0,0.816,0.184,0.4019,2007-12-31 18:47:13+00:00,arekdreyer,Finally connected up my Apple TV,0,0,0
103,JasonT,0.368,0.632,0.0,-0.5423,2007-12-31 18:46:41+00:00,pinofarese,Y la de apple cierra en +- $170,0,0,0
104,tetfsu,0.0,0.633,0.367,0.7494,2007-12-31 18:45:38+00:00,clamhead,"Grocery list: Cheese, bread, apples, garlic, veggies, champagne, blueberries, bananas, grape tomatoes... Hello, 2008!",0,0,0
105,philipj,0.115,0.826,0.06,-0.296,2007-12-31 18:40:04+00:00,ogaudemar,Frustrated that my MacBook Pro won't turn on despite all my attempts - reality check: Apple products are not perfect,0,0,0
106,loumac2,0.148,0.656,0.197,0.1531,2007-12-31 18:38:12+00:00,juk,"@horguyohoygan No se si me lo dices de vacile o no :p. De mac, de apple, del sistema de apple. Si te lo has bajado para windows, no funciona",0,0,0
107,michaelmurphey,0.0,0.76,0.24,0.6249,2007-12-31 18:34:22+00:00,philgomes,"I love @helloleticia so much, i allowed her to bring an Apple product into the house.",0,0,0
108,amazon_reviews,0.0,0.515,0.485,0.8852,2007-12-31 18:33:46+00:00,bettnet,"The Apple Store at the Domain in Austin is a sweet, sleek place. Very busy too.",0,0,0
109,mtfbwy,0.0,1.0,0.0,0.0,2007-12-31 18:33:14+00:00,MikD,@ysaw stop by the Apple store while you're at 1 Infinite Loop,0,0,0
110,topa,0.0,0.776,0.224,0.3804,2007-12-31 18:24:12+00:00,minorjive,"please still be covered by apple care, my dear iBook. You are, right? Answer me. iBook? You there? It is so lifeless...",0,0,0
111,peterdawson,0.0,1.0,0.0,0.0,2007-12-31 18:23:08+00:00,blloyd,Kicking Entourage to the curb and moving back to Apple's i-apps.,0,0,0
112,MrFresh,0.0,0.841,0.159,0.5848,2007-12-31 18:19:54+00:00,Docmcarroll,"@idadi: Sorry, just got here and already upsetting the apple cart.",0,0,0
113,DoMelhor,0.0,1.0,0.0,0.0,2007-12-31 18:18:16+00:00,starofmay,"Oh my word! I just realized... Mac (Apple), M.A.C. Cosmetics, and MAC (Make a Card) Monday... It's destiny! I'm a TOTAL MAC girl. ;)",0,0,0
114,kdubbenterprise,0.0,1.0,0.0,0.0,2007-12-31 18:11:42+00:00,jasonp,"does it bug anyone else that by Apple's marketing copy it's not ""an iPhone"" or even ""the iPhone,"" but just ""iPhone""? it is not a person",0,0,0
115,ZDNET,0.142,0.651,0.207,0.2712,2007-12-31 18:10:40+00:00,regularjen,is falling in love with Apple's Aperture. I hate learning new software but this is really winning me over.,0,0,0
